incident_id,age_num,sex_code,race_id,offense_type_id,location_id
61821570,20.0,M,2.0,40,18
61821572,27.0,M,1.0,51,20
61821574,29.0,M,2.0,51,20
61821575,44.0,M,1.0,2,24
61821577,42.0,M,2.0,5,20
61821578,50.0,M,2.0,23,8
61821579,24.0,M,2.0,44,20
61821580,-1.0,U,0.0,36,20
61821582,27.0,M,2.0,40,8
61821582,27.0,M,2.0,40,8
61821583,58.0,F,1.0,49,20
61821583,58.0,F,1.0,5,20
61821583,32.0,M,1.0,49,20
61821583,32.0,M,1.0,5,20
61821585,24.0,F,1.0,23,8
61821586,26.0,M,1.0,5,3
61821587,23.0,M,1.0,49,20
61821587,23.0,M,1.0,5,20
61821587,16.0,M,1.0,49,20
61821587,16.0,M,1.0,5,20
61821588,30.0,M,1.0,2,20
61821589,-1.0,U,0.0,2,20
61821591,-1.0,M,2.0,44,20
61821592,15.0,F,2.0,45,22
61821593,15.0,F,2.0,45,22
61821594,11.0,M,2.0,51,22
61821595,28.0,F,2.0,35,20
61821595,30.0,M,2.0,35,20
61821596,30.0,M,1.0,23,8
61821597,14.0,M,2.0,51,22
61821598,16.0,M,1.0,16,22
61821601,15.0,M,2.0,51,22
61821601,16.0,M,2.0,51,22
61821601,15.0,M,2.0,51,22
61821602,21.0,M,1.0,45,20
61821603,25.0,M,2.0,23,8
61821603,25.0,M,2.0,23,8
61821604,18.0,F,1.0,51,20
61822414,51.0,M,2.0,14,20
61822415,24.0,M,2.0,51,20
61822415,24.0,M,2.0,5,20
61822416,49.0,M,1.0,51,20
61822417,36.0,M,1.0,44,14
61822418,49.0,F,1.0,51,20
61822419,32.0,F,2.0,51,20
61822420,-1.0,M,2.0,5,20
61822420,-1.0,M,2.0,49,20
61822420,-1.0,M,2.0,5,20
61822420,-1.0,M,2.0,49,20
61822421,20.0,M,1.0,44,20
61822422,18.0,M,1.0,45,20
61822422,44.0,F,1.0,45,20
61822423,21.0,F,2.0,5,20
61822424,29.0,M,2.0,51,20
61822425,18.0,M,2.0,51,20
61822426,32.0,M,2.0,27,20
61822427,24.0,M,2.0,27,20
61822428,-1.0,U,0.0,5,20
61822429,23.0,M,2.0,49,20
61822429,23.0,M,2.0,5,20
61822430,32.0,M,2.0,39,18
61822431,18.0,M,2.0,27,25
61822432,31.0,M,2.0,51,20
61822432,31.0,M,2.0,5,20
61822433,23.0,F,2.0,16,13
61822434,31.0,M,1.0,51,20
61822435,22.0,M,1.0,16,13
61822436,20.0,F,2.0,51,20
61822437,-1.0,U,0.0,27,20
61822437,-1.0,U,0.0,5,20
61822438,29.0,F,1.0,51,20
61822439,12.0,M,2.0,51,22
61822440,51.0,M,2.0,44,20
61822442,50.0,M,2.0,49,20
61822442,50.0,M,2.0,5,20
61822443,49.0,M,2.0,5,20
61822444,26.0,F,2.0,51,13
61822444,28.0,M,2.0,51,13
61822445,16.0,M,1.0,44,22
61822446,-1.0,U,0.0,49,20
61822447,28.0,M,2.0,51,46
61822448,-1.0,M,0.0,45,20
61822448,-1.0,M,0.0,41,20
61822449,16.0,M,2.0,45,20
61822450,40.0,M,2.0,45,23
61822451,17.0,M,2.0,51,22
61822451,16.0,M,2.0,51,22
61822453,43.0,M,1.0,5,13
61822454,-1.0,U,0.0,44,20
61822455,43.0,F,2.0,51,20
61822456,48.0,M,2.0,14,18
61822456,48.0,M,2.0,41,23
61822457,41.0,M,2.0,51,20
61822458,36.0,M,1.0,23,8
61822459,21.0,M,2.0,27,20
61822460,24.0,M,1.0,51,20
61822461,25.0,M,2.0,40,24
61822461,25.0,M,2.0,39,24
61822461,25.0,M,2.0,40,24
61822461,25.0,M,2.0,39,24
61822462,46.0,M,2.0,51,20
61822463,41.0,F,2.0,35,20
61822464,25.0,M,2.0,40,21
61822464,25.0,M,2.0,40,21
61822465,-1.0,U,0.0,27,20
61822465,-1.0,U,0.0,5,20
61822466,21.0,M,1.0,40,7
61822467,43.0,M,2.0,51,13
61822468,25.0,M,1.0,45,20
61822469,26.0,M,2.0,51,20
61822470,-1.0,U,0.0,27,20
61822470,16.0,M,1.0,27,20
61822471,-1.0,U,0.0,27,20
61822471,-1.0,U,0.0,5,20
61822472,-1.0,U,0.0,27,20
61822472,-1.0,U,0.0,5,20
61822473,28.0,F,2.0,27,20
61822474,-1.0,U,0.0,21,20
61822474,-1.0,U,0.0,5,13
61822475,60.0,M,1.0,27,23
61822476,39.0,F,2.0,51,20
61822476,39.0,F,2.0,5,20
61822477,-1.0,U,0.0,49,20
61822479,19.0,M,2.0,21,13
61822479,19.0,M,2.0,28,20
61822479,-1.0,U,0.0,21,13
61822479,-1.0,U,0.0,28,20
61822479,13.0,M,1.0,21,13
61822479,13.0,M,1.0,28,20
61822481,47.0,F,2.0,45,20
61822481,47.0,M,2.0,45,20
61822482,30.0,F,1.0,45,23
61822483,29.0,M,2.0,16,13
61822484,16.0,F,2.0,51,22
61822485,23.0,M,2.0,45,20
61822486,34.0,M,1.0,11,2
61822488,41.0,F,2.0,51,20
61822489,30.0,F,1.0,51,8
61822491,63.0,M,2.0,51,20
61822492,-1.0,F,0.0,45,20
